"id:ID","uri","uuid","label","name","ordinal","description","data_type","role","core","value_domain","code_list","code_list_uri"
"266","https://sdtm.d4k.dk/ig/PR/STUDYID","2c4d3f54-5c47-4435-bb43-57fe652f55ad","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"267","https://sdtm.d4k.dk/ig/PR/DOMAIN","d36400c7-49d1-4ac5-ba4f-04544917ea69","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"268","https://sdtm.d4k.dk/ig/PR/USUBJID","69c646c3-ac23-4158-b686-7d7102b035b4","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"269","https://sdtm.d4k.dk/ig/PR/PRSEQ","1ba3f508-2e5c-4395-838c-164259c2efb9","Sequence Number","PRSEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"270","https://sdtm.d4k.dk/ig/PR/PRGRPID","4ab4baee-5e2a-4390-9a9a-505637d07123","Group ID","PRGRPID","5","Used to link together a block of related records within a subject in a domain.","Char","Identifier","Perm","","",""
"271","https://sdtm.d4k.dk/ig/PR/PRSPID","8e941dfe-d0c6-40fc-8928-6ad72df00196","Sponsor-Defined Identifier","PRSPID","6","Sponsor-defined identifier. Example: preprinted line identifier on a CRF, record identifier defined in the sponsor's operational database.","Char","Identifier","Perm","","",""
"272","https://sdtm.d4k.dk/ig/PR/PRLNKID","09bcdf21-71f8-4b05-b136-20c4fe169135","Link ID","PRLNKID","7","Used to facilitate identification of relationships between records.","Char","Identifier","Perm","","",""
"273","https://sdtm.d4k.dk/ig/PR/PRLNKGRP","a66ce0ab-d13c-439c-b0eb-bcd6a8449a49","Link Group ID","PRLNKGRP","8","Used to facilitate identification of relationships between records.","Char","Identifier","Perm","","",""
"274","https://sdtm.d4k.dk/ig/PR/PRTRT","08fc32ec-6df6-49ad-9fc2-540b7d5bfe18","Reported Name of Procedure","PRTRT","9","Name of procedure performed, either preprinted or collected on a CRF.","Char","Topic","Req","","",""
"275","https://sdtm.d4k.dk/ig/PR/PRDECOD","636c69db-4702-4f41-ae48-dc8b1423684e","Standardized Procedure Name","PRDECOD","10","Standardized or dictionary-derived name of PRTRT. If the codelist ""PROCEDUR"" is not used, the sponsor is expected to provide the dictionary name and version used to map the terms in the external codelist element in the Define-XML document. If an intervention term does not have a decode value, then PRDECOD will be null.","Char","Synonym Qualifier","Perm","","C101858","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C101858"
"276","https://sdtm.d4k.dk/ig/PR/PRCAT","ed994f87-eec4-4806-9bcd-fba463065e15","Category","PRCAT","11","Used to define a category of procedure values.","Char","Grouping Qualifier","Perm","","",""
"277","https://sdtm.d4k.dk/ig/PR/PRSCAT","5fead71a-afb3-4e9d-892d-4b9b8c79126c","Subcategory","PRSCAT","12","Used to define a further categorization of PRCAT values.","Char","Grouping Qualifier","Perm","","",""
"278","https://sdtm.d4k.dk/ig/PR/PRPRESP","6b02ca2e-023e-4fe1-ba85-58bc4909808c","Pre-specified","PRPRESP","13","Used when a specific procedure is pre-specified on a CRF. Values should be ""Y"" or null.","Char","Variable Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"279","https://sdtm.d4k.dk/ig/PR/PROCCUR","cedb4a4f-a3d8-4c3d-84f8-cef25d1e260b","Occurrence","PROCCUR","14","Used to record whether a prespecified procedure occurred when information about the occurrence of a specific procedure is solicited.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"280","https://sdtm.d4k.dk/ig/PR/PRINDC","1619fcf2-e0c1-4a72-9d42-6e9564bb287c","Indication","PRINDC","15","Denotes the indication for the procedure (e.g., why the procedure was performed).","Char","Record Qualifier","Perm","","",""
"281","https://sdtm.d4k.dk/ig/PR/PRDOSE","2397ba97-40ed-42bb-b014-763647d02220","Dose","PRDOSE","16","Amount of PRTRT administered. Not populated when PRDOSTXT is populated.","Num","Record Qualifier","Perm","","",""
"282","https://sdtm.d4k.dk/ig/PR/PRDOSTXT","75124685-e02e-41bd-978e-28ee51c95765","Dose Description","PRDOSTXT","17","Dosing information collected in text form. Examples: ""<1"", ""200-400"". Not populated when PRDOSE is populated.","Char","Record Qualifier","Perm","","",""
"283","https://sdtm.d4k.dk/ig/PR/PRDOSU","c6401332-de10-46b3-9bc5-3c7a8f3a77db","Dose Units","PRDOSU","18","Units for PRDOSE, PRDOSTOT, or PRDOSTXT.","Char","Variable Qualifier","Perm","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"284","https://sdtm.d4k.dk/ig/PR/PRDOSFRM","729cc2a2-9b08-47d5-b8b9-64ec3cd077bf","Dose Form","PRDOSFRM","19","Dose form for PRTRT.","Char","Variable Qualifier","Perm","","C66726","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C66726"
"285","https://sdtm.d4k.dk/ig/PR/PRDOSFRQ","2db33f08-a750-4be0-852a-b77cc5485593","Dosing Frequency per Interval","PRDOSFRQ","20","Usually expressed as the number of doses given per a specific interval.","Char","Record Qualifier","Perm","","C71113","https://ct.d4k.dk/cdisc/dataset/sc/2015-12-18/sdtm/C71113"
"286","https://sdtm.d4k.dk/ig/PR/PRDOSRGM","bb9ee4d4-f353-4478-8d78-c8baad787ea2","Intended Dose Regimen","PRDOSRGM","21","Text description of the intended schedule or regimen for the procedure.","Char","Record Qualifier","Perm","","",""
"287","https://sdtm.d4k.dk/ig/PR/PRROUTE","6bc4de17-ec01-4a7b-b6da-29a6f7bb54a6","Route of Administration","PRROUTE","22","Route of administration for PRTRT.","Char","Variable Qualifier","Perm","","C66729","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/send/C66729"
"288","https://sdtm.d4k.dk/ig/PR/PRLOC","f9bd2c04-4e9e-43fb-891f-5f4a15a77abb","Location of Procedure","PRLOC","23","Anatomical location of a procedure.","Char","Record Qualifier","Perm","","C74456","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C74456"
"289","https://sdtm.d4k.dk/ig/PR/PRLAT","f937ac30-f8da-4fc3-8db0-d0f97d577645","Laterality","PRLAT","24","Qualifier for anatomical location or specimen further detailing laterality.","Char","Variable Qualifier","Perm","","C99073","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C99073"
"290","https://sdtm.d4k.dk/ig/PR/PRDIR","f873d8fc-cbc4-4964-aafb-542182223f04","Directionality","PRDIR","25","Qualifier for anatomical location or specimen further detailing directionality.","Char","Variable Qualifier","Perm","","C99074","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/sdtm/C99074"
"291","https://sdtm.d4k.dk/ig/PR/PRPORTOT","28235d52-e30a-40a1-acf4-3cbaa7a4a6e6","Portion or Totality","PRPORTOT","26","Qualifier for anatomical location or specimen further detailing the distribution, which means arrangement of, apportioning of.","Char","Variable Qualifier","Perm","","C99075","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C99075"
"292","https://sdtm.d4k.dk/ig/PR/VISITNUM","2e932fa3-e20d-4834-bafc-a8bb53f9d3f4","Visit Number","VISITNUM","27","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Perm","","",""
"293","https://sdtm.d4k.dk/ig/PR/VISIT","4f721585-072c-468c-a284-0ca4602fc809","Visit Name","VISIT","28","Protocol-defined description of a clinical encounter.","Char","Timing","Perm","","",""
"294","https://sdtm.d4k.dk/ig/PR/VISITDY","12bd92dc-4d3e-405f-9ccb-7a14c0ad4a55","Planned Study Day of Visit","VISITDY","29","Planned study day of VISIT. Should be an integer.","Num","Timing","Perm","","",""
"295","https://sdtm.d4k.dk/ig/PR/TAETORD","2cc152f9-7d6d-45f6-bf01-d665cc947a83","Planned Order of Element within Arm","TAETORD","30","Number that gives the planned order of the element within the arm.","Num","Timing","Perm","","",""
"296","https://sdtm.d4k.dk/ig/PR/EPOCH","b62b9279-4de6-476b-921c-3b7f9c1b7288","Epoch","EPOCH","31","Epoch associated with the start date/time of the procedure.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"297","https://sdtm.d4k.dk/ig/PR/PRSTDTC","4c214852-0e74-4ec4-8e37-39a74042d0fb","Start Date/Time of Procedure","PRSTDTC","32","Start date/time of the procedure represented in ISO 8601 character format.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"298","https://sdtm.d4k.dk/ig/PR/PRENDTC","5895e889-50d0-49c1-ab98-96ad0f98eeeb","End Date/Time of Procedure","PRENDTC","33","End date/time of the procedure represented in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"299","https://sdtm.d4k.dk/ig/PR/PRSTDY","069180d0-7c25-40d7-8fc1-40c5c4d0e51c","Study Day of Start of Procedure","PRSTDY","34","Study day of start of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"300","https://sdtm.d4k.dk/ig/PR/PRENDY","9eb132a7-0049-44bc-ac9d-710a7e9f56c9","Study Day of End of Procedure","PRENDY","35","Study day of end of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"301","https://sdtm.d4k.dk/ig/PR/PRDUR","a980a60e-879c-4395-87b5-fb786774718f","Duration of Procedure","PRDUR","36","Collected duration of a procedure represented in ISO 8601 character format. Used only if collected on the CRF and not derived from start and end date/times.","Char","Timing","Perm","ISO 8601 duration","",""
"302","https://sdtm.d4k.dk/ig/PR/PRTPT","20f6c7fa-0a2d-494f-9151-87898bc21d86","Planned Time Point Name","PRTPT","37","Text description of time when a procedure should be performed. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PRTPTNUM and PRTPTREF.","Char","Timing","Perm","","",""
"303","https://sdtm.d4k.dk/ig/PR/PRTPTNUM","a0771612-e8a2-4282-814d-1674c2f432b4","Planned Time Point Number","PRTPTNUM","38","Numerical version of planned time point used in sorting.","Num","Timing","Perm","","",""
"304","https://sdtm.d4k.dk/ig/PR/PRELTM","9b3f8190-5463-4e78-805b-d68d7b298291","Planned Elapsed Time from Time Point Ref","PRELTM","39","Planned elapsed time in ISO 8601 format relative to a planned fixed reference (PRTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.","Char","Timing","Perm","ISO 8601 duration","",""
"305","https://sdtm.d4k.dk/ig/PR/PRTPTREF","b390ea6f-6077-4235-8437-d84795e135f7","Time Point Reference","PRTPTREF","40","Description of the fixed reference point referred to by PRELTM, PRTPTNUM, and PRTPT.","Char","Timing","Perm","","",""
"306","https://sdtm.d4k.dk/ig/PR/PRRFTDTC","42d076b9-fb42-4b07-8574-b4574f97f966","Date/Time of Reference Time Point","PRRFTDTC","41","Date/time for a fixed reference time point defined by PRTRTREF in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"307","https://sdtm.d4k.dk/ig/PR/PRSTRTPT","52db72c1-53bd-4cc6-b00c-a060170422c2","Start Relative to Reference Time Point","PRSTRTPT","42","Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable PRSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"308","https://sdtm.d4k.dk/ig/PR/PRSTTPT","da7d3cc7-538b-4ba5-b8c6-e55186db68fd","Start Reference Time Point","PRSTTPT","43","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".","Char","Timing","Perm","","",""
"309","https://sdtm.d4k.dk/ig/PR/PRENRTPT","d70852fd-ae1d-445c-85a7-82b737b3fa60","End Relative to Reference Time Point","PRENRTPT","44","Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable PRENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"310","https://sdtm.d4k.dk/ig/PR/PRENTPT","619e90b0-aec2-4cda-b57b-ba25b217aa0f","End Reference Time Point","PRENTPT","45","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","Char","Timing","Perm","","",""
"311","https://sdtm.d4k.dk/ig/SU/STUDYID","014445ac-13d7-41d2-a37a-3421a11074c1","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"312","https://sdtm.d4k.dk/ig/SU/DOMAIN","c56f9526-facb-43d9-9eca-996ec8ec3e18","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"313","https://sdtm.d4k.dk/ig/SU/USUBJID","328817a8-45a1-40ba-b28d-91c21f895e2d","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"314","https://sdtm.d4k.dk/ig/SU/SUSEQ","0bf04e12-99d0-4b10-add5-e4c4e739076c","Sequence Number","SUSEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"315","https://sdtm.d4k.dk/ig/SU/SUGRPID","27c61eeb-ac5c-4631-b7d3-0b8f0e09a916","Group ID","SUGRPID","5","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"316","https://sdtm.d4k.dk/ig/SU/SUSPID","7652d453-50e3-43f4-a589-694e62f5bb29","Sponsor-Defined Identifier","SUSPID","6","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Tobacco & Alcohol Use CRF page.","Char","Identifier","Perm","","",""
"317","https://sdtm.d4k.dk/ig/SU/SUTRT","7a043ad0-886c-4bfb-bba6-ceb53994e2d8","Reported Name of Substance","SUTRT","7","Substance name. Examples: ""CIGARETTES"", ""COFFEE"".","Char","Topic","Req","","",""
"318","https://sdtm.d4k.dk/ig/SU/SUMODIFY","dd6f2755-7842-49f9-9cc3-00b5fe2a49e1","Modified Substance Name","SUMODIFY","8","If SUTRT is modified, then the modified text is placed here.","Char","Synonym Qualifier","Perm","","",""
"319","https://sdtm.d4k.dk/ig/SU/SUDECOD","bb2f844f-baf7-41a2-92a4-57d144ecff45","Standardized Substance Name","SUDECOD","9","Standardized or dictionary-derived text description of SUTRT or SUMODIFY if the sponsor chooses to code the substance use. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.","Char","Synonym Qualifier","Perm","","",""
"320","https://sdtm.d4k.dk/ig/SU/SUCAT","f016dbce-c532-40b8-a7e7-d3ac835cd502","Category for Substance Use","SUCAT","10","Used to define a category of related records. Examples: ""TOBACCO"", ""ALCOHOL"", or ""CAFFEINE"".","Char","Grouping Qualifier","Perm","","",""
"321","https://sdtm.d4k.dk/ig/SU/SUSCAT","29f56b42-dfac-469c-97ba-d8c5d27a146e","Subcategory for Substance Use","SUSCAT","11","A further categorization of substance use. Examples: ""CIGARS"", ""CIGARETTES"", ""BEER"", ""WINE"".","Char","Grouping Qualifier","Perm","","",""
"322","https://sdtm.d4k.dk/ig/SU/SUPRESP","8577cd75-5c21-43f4-b438-f535f27830b4","SU Pre-Specified","SUPRESP","12","Used to indicate whether (""Y""/null) information about the use of a specific substance was solicited on the CRF.","Char","Variable Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"323","https://sdtm.d4k.dk/ig/SU/SUOCCUR","c8072036-f45e-4b2e-b998-e94a0a402cc7","SU Occurrence","SUOCCUR","13","When the use of specific substances is solicited, SUOCCUR is used to indicate whether (""Y""/""N"") a particular prespecified substance was used. Values are null for substances not specifically solicited.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"324","https://sdtm.d4k.dk/ig/SU/SUSTAT","58d6cdeb-0a19-4ddf-902f-35085594b3d2","Completion Status","SUSTAT","14","When the use of prespecified substances is solicited, the completion status indicates that there was no response to the question about the prespecified substance. When there is no prespecified list on the CRF, then the completion status indicates that substance use was not assessed for the subject.","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"325","https://sdtm.d4k.dk/ig/SU/SUREASND","2a6401be-2b5a-4f36-82cf-3cc4909c52a3","Reason Substance Use Not Collected","SUREASND","15","Describes the reason substance use was not collected. Used in conjunction with SUSTAT when value of SUSTAT is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"326","https://sdtm.d4k.dk/ig/SU/SUCLAS","8500ceb6-2cde-4fd3-8fce-0d466404c90f","Substance Use Class","SUCLAS","16","Substance use class. May be obtained from coding. When coding to a single class, populate with class value. If using a dictionary and coding to multiple classes, then follow Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit SUCLAS.","Char","Variable Qualifier","Perm","","",""
"327","https://sdtm.d4k.dk/ig/SU/SUCLASCD","1feabfe6-aaf3-489f-98b1-8f27730dff0d","Substance Use Class Code","SUCLASCD","17","Code corresponding to SUCLAS. May be obtained from coding.","Char","Variable Qualifier","Perm","","",""
"328","https://sdtm.d4k.dk/ig/SU/SUDOSE","79472b26-96ee-4619-9a9b-eeec025c79d5","Substance Use Consumption","SUDOSE","18","Amount of SUTRT consumed. Not populated if SUDOSTXT is populated.","Num","Record Qualifier","Perm","","",""
"329","https://sdtm.d4k.dk/ig/SU/SUDOSTXT","cff265b9-7311-46da-a579-29a41bcdf676","Substance Use Consumption Text","SUDOSTXT","19","Substance use consumption amounts or a range of consumption information collected in text form. Not populated if SUDOSE is populated.","Char","Record Qualifier","Perm","","",""
"330","https://sdtm.d4k.dk/ig/SU/SUDOSU","f41242fd-6caf-4ff8-a666-b6bf18778e50","Consumption Units","SUDOSU","20","Units for SUDOSE, SUDOSTOT, or SUDOSTXT. Examples: ""oz"", ""CIGARETTE"", ""PACK"", ""g"".","Char","Variable Qualifier","Perm","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"331","https://sdtm.d4k.dk/ig/SU/SUDOSFRM","ae9c96ff-5faa-4a36-828f-7651b882c4e8","Dose Form","SUDOSFRM","21","Dose form for SUTRT. Examples: ""INJECTABLE"", ""LIQUID"", ""POWDER"".","Char","Variable Qualifier","Perm","","C66726","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C66726"
"332","https://sdtm.d4k.dk/ig/SU/SUDOSFRQ","98712fc4-c697-470f-9c26-c1793c187da1","Use Frequency Per Interval","SUDOSFRQ","22","Usually expressed as the number of repeated administrations of SUDOSE within a specific time period. Example: ""Q24H"" (every day).","Char","Variable Qualifier","Perm","","C71113","https://ct.d4k.dk/cdisc/dataset/sc/2015-12-18/sdtm/C71113"
"333","https://sdtm.d4k.dk/ig/SU/SUDOSTOT","3716fa5e-b4ce-45c5-8b70-7b2e9d51b061","Total Daily Consumption","SUDOSTOT","23","Total daily use of SUTRT using the units in SUDOSU. Used when dosing is collected as total daily dose. If a sponsor needs to aggregate the data over a period other than daily, then the aggregated total could be recorded in a supplemental qualifier variable.","Num","Record Qualifier","Perm","","",""
"334","https://sdtm.d4k.dk/ig/SU/SUROUTE","1e03fda4-64aa-40e0-9869-dddf5d2e63cb","Route of Administration","SUROUTE","24","Route of administration for SUTRT. Examples: ""ORAL"", ""INTRAVENOUS"".","Char","Variable Qualifier","Perm","","C66729","https://ct.d4k.dk/cdisc/dataset/sc/2020-12-18/send/C66729"
"335","https://sdtm.d4k.dk/ig/SU/TAETORD","60defec7-2f2f-4685-a0c2-9e4c044763ff","Planned Order of Element within Arm","TAETORD","25","Number that gives the planned order of the element within the arm for the element in which the substance use started. Null for substances that started before study participation.","Num","Timing","Perm","","",""
"336","https://sdtm.d4k.dk/ig/SU/EPOCH","6f813440-912f-4eff-aa05-e339d4b5612e","Epoch","EPOCH","26","Epoch associated with the start date/time of the substance use. Null for substances that started before study participation.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"337","https://sdtm.d4k.dk/ig/SU/SUSTDTC","61398550-c650-486d-97c0-2511cbcd3c16","Start Date/Time of Substance Use","SUSTDTC","27","Start date/time of the substance use represented in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"338","https://sdtm.d4k.dk/ig/SU/SUENDTC","90efb1c8-4321-4e45-a602-476d0e67438c","End Date/Time of Substance Use","SUENDTC","28","End date/time of the substance use represented in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"339","https://sdtm.d4k.dk/ig/SU/SUSTDY","dcec0032-3e31-4ffa-816a-41832250f632","Study Day of Start of Substance Use","SUSTDY","29","Study day of start of substance use relative to the sponsor-defined RFSTDTC.","Num","Timing","Perm","","",""
"340","https://sdtm.d4k.dk/ig/SU/SUENDY","1c10cff1-162f-450d-a782-e54765f84f42","Study Day of End of Substance Use","SUENDY","30","Study day of end of substance use relative to the sponsor-defined RFSTDTC.","Num","Timing","Perm","","",""
"341","https://sdtm.d4k.dk/ig/SU/SUDUR","88fa24a9-a938-4a1a-9872-1b5d758fbfae","Duration of Substance Use","SUDUR","31","Collected duration of substance use in ISO 8601 format. Used only if collected on the CRF and not derived from start and end date/times.","Char","Timing","Perm","ISO 8601 duration","",""
"342","https://sdtm.d4k.dk/ig/SU/SUSTRF","4e81efdc-416f-4cf9-8e10-921aec70426e","Start Relative to Reference Period","SUSTRF","32","Describes the start of the substance use relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"" was collected, this information may be translated into SUSTRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"343","https://sdtm.d4k.dk/ig/SU/SUENRF","d8b4bb5f-a52f-4748-9f26-3d5f5e0ee8e5","End Relative to Reference Period","SUENRF","33","Describes the end of the substance use with relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING"", or ""CONTINUING"" was collected, this information may be translated into SUENRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"344","https://sdtm.d4k.dk/ig/SU/SUSTRTPT","c34d0212-f4dd-423b-8e1f-a23785e0774c","Start Relative to Reference Time Point","SUSTRTPT","34","Identifies the start of the substance as being before or after the reference time point defined by variable SUSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7 , Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"345","https://sdtm.d4k.dk/ig/SU/SUSTTPT","b5e833c2-4144-4be8-8176-03adf63a7736","Start Reference Time Point","SUSTTPT","35","Description or date/time in ISO 8601 character format of the reference point referred to by SUSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".","Char","Timing","Perm","","",""
"346","https://sdtm.d4k.dk/ig/SU/SUENRTPT","46acccf6-c0bf-4e61-98a8-1b041b5ce26f","End Relative to Reference Time Point","SUENRTPT","36","Identifies the end of the substance as being before or after the reference time point defined by variable SUENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7 , Use of Relative Timing Variables.","Char","Timing","Perm","","C66728","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C66728"
"347","https://sdtm.d4k.dk/ig/SU/SUENTPT","5103655e-c183-4067-b5f5-bd8e2461d184","End Reference Time Point","SUENTPT","37","Description or date/time in ISO 8601 character format of the reference point referred to by SUENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","Char","Timing","Perm","","",""
"348","https://sdtm.d4k.dk/ig/AE/STUDYID","16891ab9-9b94-4cf2-a9ff-8d5e3d57b6be","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"349","https://sdtm.d4k.dk/ig/AE/DOMAIN","a91c60ee-d75a-463e-8cb7-82dfab38f869","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"350","https://sdtm.d4k.dk/ig/AE/USUBJID","ea09e31f-2de0-4722-a7f6-8dd495ed6918","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"351","https://sdtm.d4k.dk/ig/AE/SPDEVID","2f057052-c043-47e0-be6b-ac10b47c6273","Sponsor Device Identifier","SPDEVID","4","A sequence of characters used by the sponsor to uniquely identify a specific device. Used to represent a device associated in some way with the adverse event. SPDEVID values are defined in the Device Identifiers (DI) domain.","Char","Identifier","Perm","","",""
"352","https://sdtm.d4k.dk/ig/AE/AESEQ","10a99c7f-4362-4fc3-9ce9-3d0c968e9354","Sequence Number","AESEQ","5","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"353","https://sdtm.d4k.dk/ig/AE/AEGRPID","e5df846a-bc55-4259-b9df-de07f822a079","Group ID","AEGRPID","6","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"354","https://sdtm.d4k.dk/ig/AE/AEREFID","b2b375d2-1ff9-4a29-9990-523eb2a307dc","Reference ID","AEREFID","7","Internal or external identifier such as a serial number on an SAE reporting form.","Char","Identifier","Perm","","",""
"355","https://sdtm.d4k.dk/ig/AE/AESPID","f475b556-f5b7-489e-8e57-57471baacee4","Sponsor-Defined Identifier","AESPID","8","Sponsor-defined identifier. It may be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on an Adverse Events CRF page.","Char","Identifier","Perm","","",""
"356","https://sdtm.d4k.dk/ig/AE/AETERM","7368d55a-4583-44ca-a14b-cc0918fd236a","Reported Term for the Adverse Event","AETERM","9","Verbatim name of the event.","Char","Topic","Req","","",""
"357","https://sdtm.d4k.dk/ig/AE/AEMODIFY","c0b28561-0d24-4b98-b0f1-b149e4119c9a","Modified Reported Term","AEMODIFY","10","If AETERM is modified to facilitate coding, then AEMODIFY will contain the modified text.","Char","Synonym Qualifier","Perm","","",""
"358","https://sdtm.d4k.dk/ig/AE/AELLT","c0e85f77-dc5c-4903-bf1a-6ab8597a443a","Lowest Level Term","AELLT","11","Dictionary-derived text description of the lowest level term.","Char","Variable Qualifier","Exp","MedDRA","",""
"359","https://sdtm.d4k.dk/ig/AE/AELLTCD","7c017bd6-50ce-4632-a45c-d6c2182e755d","Lowest Level Term Code","AELLTCD","12","Dictionary-derived code for the lowest level term.","Num","Variable Qualifier","Exp","MedDRA","",""
"360","https://sdtm.d4k.dk/ig/AE/AEDECOD","416f9ebd-9e5e-4a05-b9b2-dbab8fa7f47f","Dictionary-Derived Term","AEDECOD","13","Dictionary-derived text description of AETERM or AEMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.","Char","Synonym Qualifier","Req","MedDRA","",""
